payment_id,vendor,date,amount,currency,method,reference
PAY-5E69B8219E,Crescent Books,2025-05-05,190640.84,INR,IMPS,REF-885B5190
PAY-77C3AD943E,Quick Logistics,2025-07-17,159777.83,INR,CARD,REF-0B771707
PAY-B8894C053B,Pine IT Services,2025-07-14,129849.95,INR,IMPS,REF-C1B29DF2
PAY-406D5C3903,Echo Electronics,2025-07-14,166467.41,INR,NEFT,REF-3D21B6D6
PAY-176BBCD35F,Indigo Chem,2025-05-11,57071.4,INR,RTGS,REF-E5F9F851
PAY-3D22B4A80D,Titan Beverages,2025-09-16,101753.21,INR,RTGS,REF-25B4CB2D
PAY-489BBBE95D,Coral Resorts,2025-10-03,82663.14,INR,NEFT,REF-DF68CC43
PAY-25F696F4A0,Trident Media,2025-06-19,179091.61,INR,UPI,REF-9CA65E46
PAY-00F22DE20B,Lotus Telecom,2025-07-28,95781.49,INR,UPI,REF-BFA9F21A
PAY-20F4257E51,BlueBank Services,2025-10-02,90675.28,INR,RTGS,REF-4CF817C8
PAY-DEF0A5DCFD,Glide Technologies,2025-05-11,192722.97,INR,IMPS,REF-990521CB
PAY-BA5D423E6F,Raven Tools,2025-10-06,132906.59,INR,CARD,REF-803230BF
PAY-AADFEB03D8,Falcon Couriers,2025-10-01,106673.36,INR,CASH,REF-11088EB3
PAY-2999FB2A80,Crescent Books,2025-06-07,171476.24,INR,UPI,REF-5AE587CE
PAY-7AA418E5DF,Pine IT Services,2025-08-26,143848.68,INR,IMPS,REF-A0AC276D
PAY-4746F1D22E,Astra Labs,2025-07-10,103465.31,INR,RTGS,REF-5BBCFFFB
PAY-821BEA2DC0,Falcon Couriers,2025-04-28,173329.4,INR,CASH,REF-E5C07C2E
PAY-B2667A1608,Zephyr Foods,2025-09-03,630.6,INR,NEFT,REF-4A99F5C4
PAY-21C65AEF8D,Zephyr Foods,2025-10-08,137432.85,INR,CARD,REF-42DB9327
PAY-FEDA50E0BF,Alpha Insure,2025-10-23,54230.78,INR,CARD,REF-EDA93518
PAY-61D700058D,Prism Plastics,2025-07-30,151235.65,INR,RTGS,REF-CB4A134E
PAY-C1B3B9AFA8,Velvet Cosmetics,2025-05-04,6611.51,INR,CASH,REF-8593F9CF
PAY-A7E2D0A298,Metro Logistics,2025-07-10,180003.47,INR,CARD,REF-CEFE7938
PAY-656047ABC7,Glide Technologies,2025-07-22,170570.08,INR,IMPS,REF-EDF96E16
PAY-8BBA33682D,Helios Motors,2025-06-11,186879.06,INR,IMPS,REF-EF2DA7DF
PAY-FCA1FC5131,Neptune Shipping,2025-10-04,57899.68,INR,IMPS,REF-D5FB185B
PAY-A3396E8E55,Titan Beverages,2025-05-30,136863.35,INR,CASH,REF-70142932
PAY-354DCA0DBE,Crimson Textiles,2025-06-17,173325.28,INR,CASH,REF-C8BABC59
PAY-84D5FBF02D,Crescent Books,2025-09-17,206333.02,INR,RTGS,REF-2FF58D25
PAY-65B21FFDED,Crimson Textiles,2025-06-10,48475.86,INR,CARD,REF-015D4E7E
PAY-371B9EA59C,Trident Media,2025-09-09,152418.89,INR,CASH,REF-0042A124
PAY-B8374DFECA,Trident Media,2025-07-23,77024.78,INR,NEFT,REF-46FF9A62
PAY-74DE4D4E56,Crimson Textiles,2025-09-17,44719.6,INR,IMPS,REF-ADC22C15
PAY-B470119F25,Amber Healthcare,2025-09-04,121783.55,INR,NEFT,REF-C0149A6C
PAY-028B720522,Orion Foods,2025-06-22,193718.24,INR,RTGS,REF-54DC4214
PAY-0B345F9DE0,Lumen Power,2025-07-28,74161.67,INR,RTGS,REF-280016B4
PAY-24488DB88B,Indigo Chem,2025-08-27,104027.53,INR,CARD,REF-7940BB1D
PAY-1CA5F1AB5C,Lumen Power,2025-07-18,3618.67,INR,IMPS,REF-0BED3429
PAY-FFED23F5F1,Summit Paper,2025-08-28,159704.84,INR,NEFT,REF-0D15D3F6
PAY-BA7C0A02BB,Helios Motors,2025-06-16,1949.25,INR,UPI,REF-B51664CC
PAY-5FD84B503A,Titan Beverages,2025-10-06,24435.57,INR,CARD,REF-8B878401
PAY-CD901C64B9,Delta Engineering,2025-08-23,120000.71,INR,UPI,REF-409EDDC4
PAY-5DBE63B42C,Alpha Insure,2025-06-14,98345.76,INR,IMPS,REF-9F615337
PAY-8CBFEBF896,Vortex Metals,2025-06-26,57345.55,INR,RTGS,REF-B4A272C3
PAY-03852F56C5,Nimbus Soft,2025-07-25,42432.08,INR,CASH,REF-563BAB94
PAY-7C5FB3558B,Silverline Hotels,2025-07-16,40858.29,INR,RTGS,REF-8A5CE68F
PAY-CDA5669826,Raven Tools,2025-06-05,73538.97,INR,CARD,REF-39F5A844
PAY-B1D19F11D5,Aurora Systems,2025-08-22,145704.41,INR,CASH,REF-8501D94F
PAY-815FBDECBB,Quasar Digital,2025-08-17,89741.71,INR,NEFT,REF-4065955A
PAY-CDE69CA977,Quick Logistics,2025-04-29,191980.14,INR,RTGS,REF-84389583
PAY-299A403D5F,Evergreen Supplies,2025-05-13,7520.84,INR,UPI,REF-14C1E09C
PAY-A40599881B,Trident Media,2025-08-22,76895.01,INR,CASH,REF-5159FB51
PAY-7AC7A3E404,Coral Resorts,2025-09-17,104982.34,INR,CARD,REF-80518BFC
PAY-7F10D61D05,Nova Travels,2025-07-20,26390.29,INR,NEFT,REF-2ABA429A
PAY-EAA14188D7,Crimson Textiles,2025-05-31,178091.96,INR,NEFT,REF-666A6635
PAY-68FE78E011,Lumen Power,2025-08-17,83508.58,INR,NEFT,REF-B01BCCC8
PAY-92CF14B11F,Glide Technologies,2025-09-20,101534.67,INR,RTGS,REF-E60206B9
PAY-19693E4433,Crescent Books,2025-08-11,56267.85,INR,CARD,REF-AD8B0167
PAY-4D9E7CCDCF,Astra Labs,2025-08-31,141367.28,INR,UPI,REF-2AE384C5
PAY-EA598CE05A,Pearl Analytics,2025-10-19,60453.25,INR,CASH,REF-C449274E
PAY-69E5FD910B,Raven Tools,2025-09-18,84681.94,INR,NEFT,REF-A13DB6A4
PAY-3F60ACACA1,Silverline Hotels,2025-09-23,50083.3,INR,CASH,REF-0FAA5B5A
PAY-E9972D98AE,Marble Interiors,2025-09-25,182142.11,INR,CASH,REF-5004D958
PAY-B3B45393CB,Coral Resorts,2025-08-14,217996.84,INR,CASH,REF-A27365F1
PAY-8B6CAFF5CE,Vertex Retail,2025-07-15,64742.21,INR,CASH,REF-EEFED2C8
PAY-5C26664A27,Vortex Metals,2025-10-12,175742.34,INR,CARD,REF-7F26EF74
PAY-D3972780F7,Quasar Digital,2025-05-29,114339.34,INR,CASH,REF-74A8AA67
PAY-22013B82E0,Silverline Hotels,2025-07-19,96365.57,INR,CASH,REF-56802D39
PAY-8F237BCF70,Titan Beverages,2025-09-29,85423.72,INR,RTGS,REF-C74E2B7F
PAY-ABF2BC9902,Zephyr Foods,2025-05-21,57139.94,INR,CASH,REF-37A9B07F
PAY-BDF88F6253,Mango Mobility,2025-09-06,123573.26,INR,UPI,REF-332B57D7
PAY-915DD546DE,Vertex Retail,2025-08-25,192637.51,INR,CARD,REF-F2D21E23
PAY-CDC95E4C41,Polar Constructions,2025-08-12,179824.32,INR,CARD,REF-15A16F34
PAY-A3BCE68248,Raven Tools,2025-07-04,128807.55,INR,NEFT,REF-BE9D7EC9
PAY-334606C25F,Pearl Analytics,2025-05-02,26382.44,INR,NEFT,REF-D1B7B610
PAY-FF712B7B9A,Sapphire Finance,2025-07-07,42225.59,INR,UPI,REF-34768CE2
PAY-723A5DD3CF,Mango Mobility,2025-06-19,161174.26,INR,NEFT,REF-91B79AF8
PAY-B299C7C4DA,Iris Pharma,2025-09-15,161641.97,INR,CASH,REF-E54BC807
PAY-7E8BF908BA,Pearl Analytics,2025-05-23,38489.53,INR,IMPS,REF-F8C7BEB9
PAY-296F09E9C8,Astra Labs,2025-06-13,121512.56,INR,NEFT,REF-7F9DEA0D
PAY-926BE3177B,Titan Beverages,2025-07-12,125001.54,INR,CARD,REF-5C8FECED
PAY-49C303C9A8,Topaz Security,2025-04-29,177153.69,INR,IMPS,REF-A25F06E5
PAY-46263134FB,Aurora Systems,2025-07-05,98162.8,INR,CARD,REF-5A580E91
PAY-A76FC47D4F,Iris Pharma,2025-09-13,92905.62,INR,RTGS,REF-C6600693
PAY-E6F42F0AD0,Crescent Books,2025-05-31,153503.54,INR,IMPS,REF-19E97DA3
PAY-A3129EF4A2,Mango Mobility,2025-10-28,17874.83,INR,CARD,REF-2D2F49E8
PAY-13B3528F01,Trident Media,2025-06-15,180020.4,INR,CARD,REF-C6CA5A03
PAY-8E3AF0B840,Olive Agro,2025-07-20,52437.96,INR,IMPS,REF-1E254B8F
PAY-B66A6E7B82,Topaz Security,2025-06-05,172616.18,INR,IMPS,REF-E721C4AF
PAY-82282EAEBE,Silverline Hotels,2025-06-04,135252.57,INR,RTGS,REF-B6518410
PAY-B41F5599FF,Crimson Textiles,2025-05-11,110100.13,INR,IMPS,REF-AA6A9E06
PAY-414E157A43,Iris Pharma,2025-08-13,192089.94,INR,CARD,REF-C9F58A14
PAY-B97F280760,Trident Media,2025-05-14,86776.86,INR,IMPS,REF-07C9C3AA
PAY-43E91E6F8C,Velvet Cosmetics,2025-10-12,116719.61,INR,RTGS,REF-C71C58DA
PAY-398483B451,BlueBank Services,2025-07-15,34575.11,INR,CARD,REF-F154887B
PAY-E6349BEF68,Velvet Cosmetics,2025-09-14,181973.49,INR,CASH,REF-C652C9D8
PAY-8CAE01DCD4,Pearl Analytics,2025-08-14,176370.96,INR,CASH,REF-60E0C70F
PAY-D1FED3A25F,Raven Tools,2025-08-12,159980.89,INR,CARD,REF-9E187ADB
PAY-5E6366B330,Titan Beverages,2025-07-06,47636.28,INR,NEFT,REF-240F70F7
PAY-A5FD64D302,Quasar Digital,2025-06-03,65357.95,INR,IMPS,REF-812F162B
PAY-FFC462C5FC,Coral Resorts,2025-06-24,157975.66,INR,NEFT,REF-36163B4D
PAY-11BCC7906E,Silverline Hotels,2025-09-16,187969.38,INR,NEFT,REF-CAE12D72
PAY-C9D2ABC0A1,Aurora Systems,2025-05-27,98076.09,INR,RTGS,REF-EB803AFC
PAY-424006FD17,Pearl Analytics,2025-08-28,44163.77,INR,UPI,REF-B5CE2A7B
PAY-E5CED071AF,Evergreen Supplies,2025-06-30,188408.72,INR,CASH,REF-5E215BE6
PAY-633979BE6D,Helios Motors,2025-07-03,115732.98,INR,NEFT,REF-8E5E7E5E
PAY-C67D039ACF,Stellar Insurance,2025-05-24,38676.65,INR,IMPS,REF-EF71ACFC
PAY-B3AA5B14B0,Echo Electronics,2025-09-23,87482.75,INR,CARD,REF-A811509F
PAY-8169AEBD91,Velvet Cosmetics,2025-06-07,88308.27,INR,CARD,REF-B3F4CA57
PAY-14869DFDAD,Alpha Insure,2025-07-14,49674.63,INR,NEFT,REF-A9766FF0
PAY-5AE3F17032,Summit Paper,2025-09-04,182177.36,INR,RTGS,REF-B1FBBF0F
PAY-23CBC3BDB4,Astra Labs,2025-09-15,190271.58,INR,RTGS,REF-6A78CA59
PAY-3B560E4629,Astra Labs,2025-06-07,6101.64,INR,RTGS,REF-89A3CB70
PAY-FE0E0C5679,Astra Labs,2025-07-21,79727.77,INR,IMPS,REF-53E486FA
PAY-4BF83D049E,Lumen Power,2025-06-11,35066.63,INR,CARD,REF-767CDFB1
PAY-6113E403E1,Helios Motors,2025-09-15,98044.61,INR,NEFT,REF-A758D676
PAY-F72A2FCF84,Mango Mobility,2025-08-30,101430.12,INR,UPI,REF-AB65D4FD
PAY-DB4B9BFE27,Neptune Shipping,2025-10-20,42511.85,INR,CARD,REF-9991C016
PAY-037846D8F0,Titan Beverages,2025-09-05,79171.98,INR,CASH,REF-D6EF760E
PAY-75DBB83F46,Summit Paper,2025-05-11,40798.04,INR,CARD,REF-3E111C23
PAY-17DA1D323D,Marble Interiors,2025-06-23,184547.66,INR,RTGS,REF-F2D291CA
PAY-9D1C102EC1,Velvet Cosmetics,2025-09-17,69586.84,INR,NEFT,REF-B06D7703
PAY-89BED963D1,Zeta Telecom,2025-07-26,167119.22,INR,IMPS,REF-477C00DF
PAY-1EEAD05710,Apollo Health,2025-09-19,179758.68,INR,UPI,REF-888102B5
PAY-3CE2C2A250,BlueBank Services,2025-05-28,128760.88,INR,NEFT,REF-A8F2FD35
PAY-8E634D1B5F,Glide Technologies,2025-09-19,149981.02,INR,RTGS,REF-8CF0EF5C
PAY-9B7CCF1952,Indigo Chem,2025-08-30,38973.83,INR,CASH,REF-42D09976
PAY-698770891C,ACME Corp,2025-09-15,83409.09,INR,UPI,REF-6FBEC0C3
PAY-AC73421DA1,Nimbus Soft,2025-06-21,137511.32,INR,RTGS,REF-CED733B1
PAY-C226EE0FA3,Nimbus Soft,2025-09-22,170477.26,INR,UPI,REF-85373D45
PAY-38B7553DEE,Delta Engineering,2025-06-13,31902.21,INR,IMPS,REF-520A8D7E
PAY-773B003F44,Aurora Systems,2025-08-28,150655.64,INR,NEFT,REF-36B9F8B7
PAY-A354A76DD8,Alpha Insure,2025-05-23,121364.54,INR,RTGS,REF-1C8FF301
PAY-49B04E5355,Astra Labs,2025-06-12,8849.3,INR,CASH,REF-41CBFDA1
PAY-38E8CFB48F,Lotus Telecom,2025-05-25,144738.37,INR,CASH,REF-2598B451
PAY-089C69A4CB,Quasar Digital,2025-06-18,185133.86,INR,CARD,REF-0431846C
PAY-219B1CD365,Quick Logistics,2025-07-10,114590.83,INR,IMPS,REF-A8B53C29
PAY-8B2969E887,Prism Plastics,2025-06-05,99544.43,INR,NEFT,REF-50239E42
PAY-35A79E8F1A,Glide Technologies,2025-09-09,22546.92,INR,CARD,REF-99F655F7
PAY-C380872FE8,Trident Media,2025-05-16,18475.04,INR,CASH,REF-84186EFD
PAY-5A439151AF,Lumen Power,2025-10-21,79259.35,INR,RTGS,REF-1D043771
PAY-DFF0AA3EF5,Astra Labs,2025-05-31,121070.99,INR,IMPS,REF-B97A004A
PAY-167C04F112,Astra Labs,2025-04-30,168078.28,INR,IMPS,REF-0AD2AE5B
PAY-537C0CDCBB,Coral Resorts,2025-07-30,198916.13,INR,RTGS,REF-AEACED21
PAY-5525103159,Raven Tools,2025-08-02,157673.12,INR,CARD,REF-AEBDA8A8
PAY-80F99A3CD5,Pearl Analytics,2025-10-13,746.6,INR,NEFT,REF-BDD54CE8
PAY-E85EFCEE26,Iris Pharma,2025-10-17,113989.58,INR,IMPS,REF-91086702
PAY-577E0B1E59,Astra Labs,2025-10-24,116900.05,INR,RTGS,REF-E7766E99
PAY-ECFA6B46E9,Glide Technologies,2025-05-16,47947.74,INR,UPI,REF-F86F78FC
PAY-58697EA8F7,Delta Engineering,2025-06-03,55454.66,INR,CASH,REF-46CA2535
PAY-FF5E527CEB,Neptune Shipping,2025-09-11,65664.47,INR,UPI,REF-044FB4EC
PAY-0DDF503DF1,Topaz Security,2025-07-17,152633.14,INR,NEFT,REF-C2516553
PAY-BDDBA1C937,Apollo Health,2025-04-30,52241.77,INR,NEFT,REF-055CFA57
PAY-F3B8355AA3,Pearl Analytics,2025-05-29,5616.29,INR,CARD,REF-7BA74102
PAY-99466EA8DD,Alpha Insure,2025-08-13,25061.01,INR,UPI,REF-97A449BC
PAY-9F04A4FAC0,Granite Mining,2025-06-19,111726.92,INR,RTGS,REF-5394ECF5
PAY-096900F30A,Alpha Insure,2025-06-03,126857.56,INR,NEFT,REF-200656BD
PAY-61D3BB4937,Lotus Telecom,2025-05-10,86528.77,INR,RTGS,REF-DF45288F
PAY-6177C2FED5,Aurora Systems,2025-06-19,26432.53,INR,UPI,REF-E0D74487
PAY-0A798C2F7D,Mango Mobility,2025-10-13,189057.91,INR,CASH,REF-43ADF6AF
PAY-3A0C2AF4DB,Amber Healthcare,2025-07-09,52581.84,INR,CASH,REF-93AED8E3
PAY-5103C34852,Coral Resorts,2025-07-11,6960.4,INR,IMPS,REF-F2BFF500
PAY-E16F764B9D,Delta Engineering,2025-05-03,115075.9,INR,RTGS,REF-2BB314CC
PAY-16AEB1E1A1,Falcon Couriers,2025-09-13,182884.21,INR,CARD,REF-6A6DA3B5
PAY-E1F5044639,Sapphire Finance,2025-08-11,178661.99,INR,CARD,REF-D6BE72E3
PAY-071CF62D4C,Stellar Insurance,2025-05-13,74492.16,INR,NEFT,REF-94F5B451
PAY-185B187C4C,Sapphire Finance,2025-07-01,94822.84,INR,CASH,REF-F4048863
PAY-8CF24950CD,Quasar Digital,2025-06-23,96174.51,INR,RTGS,REF-83EE3C3B
PAY-F965DB6D00,Astra Labs,2025-07-04,90569.75,INR,RTGS,REF-80E3AEEE
PAY-203E470B56,Delta Engineering,2025-05-07,118780.37,INR,UPI,REF-E67CA7DA
PAY-DDAB0A7F8D,Pine IT Services,2025-05-23,8226.71,INR,NEFT,REF-205169F7
PAY-9BF4F13F80,Pearl Analytics,2025-08-06,110991.75,INR,UPI,REF-638786C3
PAY-B9D6DCCF18,Lotus Telecom,2025-07-30,55595.91,INR,RTGS,REF-D7D29BCA
PAY-F5C4D6CB94,Falcon Couriers,2025-06-05,85049.15,INR,UPI,REF-06CADF0E
PAY-1B7BB00E21,Crescent Books,2025-04-22,103611.96,INR,NEFT,REF-9A24F251
PAY-D1D3A57882,Lotus Telecom,2025-05-20,30052.36,INR,UPI,REF-90D262F9
PAY-1D7FF53321,Raven Tools,2025-05-21,197911.49,INR,NEFT,REF-6599BE5F
PAY-DEB3B6157F,Olive Agro,2025-05-20,39499.41,INR,NEFT,REF-A08E7D4B
PAY-C44507603F,Aurora Systems,2025-08-16,20782.46,INR,IMPS,REF-7F142F26
PAY-1CF49DAC31,Olive Agro,2025-06-22,66761.79,INR,CASH,REF-D681A439
PAY-795D27835D,Evergreen Supplies,2025-07-20,194008.87,INR,CARD,REF-2309DA1C
PAY-17821CA7D8,Falcon Couriers,2025-07-05,40299.16,INR,NEFT,REF-28D37A5D
PAY-0D5973EF0F,Trident Media,2025-05-23,140960.92,INR,NEFT,REF-8E2D8458
PAY-9851B637B3,BlueBank Services,2025-09-22,87301.67,INR,RTGS,REF-3A02BFA8
PAY-FC8A01F162,Crescent Books,2025-09-12,135435.04,INR,RTGS,REF-5CEC9414
PAY-2A0FCA1E43,Polar Constructions,2025-10-27,86182.24,INR,IMPS,REF-B109BC76
PAY-DD226FE21F,Falcon Couriers,2025-04-28,41310.1,INR,CASH,REF-A8BC3CC0
PAY-DA36B32268,Amber Healthcare,2025-06-10,199951.87,INR,CASH,REF-1AA33C48
PAY-7B6E06BAC6,Echo Electronics,2025-08-02,31738.6,INR,IMPS,REF-FFCD1A42
PAY-D7F96C4DCF,Helios Motors,2025-08-16,177982.48,INR,NEFT,REF-E72CFC07
PAY-C74EB743CA,Vertex Retail,2025-05-17,70970.13,INR,IMPS,REF-79082039
PAY-3E0257AB44,BlueBank Services,2025-05-07,11987.39,INR,UPI,REF-AC9D6834
PAY-50F5E75383,Crimson Textiles,2025-08-07,85399.93,INR,CASH,REF-42180D47
PAY-E3A6C40CCA,Amber Healthcare,2025-10-07,118068.18,INR,CASH,REF-94697479
PAY-7D9592C111,Delta Engineering,2025-05-07,89662.81,INR,IMPS,REF-9FB14136
PAY-26744A6532,Quick Logistics,2025-05-04,149930.02,INR,IMPS,REF-F945C2E1
PAY-595E9DC421,Vortex Metals,2025-06-18,109003.66,INR,NEFT,REF-66F2FB0C
PAY-25B57058A0,Iris Pharma,2025-09-15,151578.8,INR,IMPS,REF-5E654A70
PAY-207630C1F1,Velvet Cosmetics,2025-04-24,63476.21,INR,RTGS,REF-89B95756
PAY-84C9E57AC9,Silverline Hotels,2025-06-09,8791.62,INR,CARD,REF-B56EB277
PAY-F109C67543,Vortex Metals,2025-07-06,129493.52,INR,RTGS,REF-807A8ED9
PAY-DFEBD70CE4,Crimson Textiles,2025-09-22,106072.99,INR,RTGS,REF-BBDBC71B
PAY-783D23804C,Titan Beverages,2025-06-24,129781.37,INR,NEFT,REF-26459B23
PAY-F63AA2D80E,Aurora Systems,2025-07-30,120795.9,INR,CARD,REF-2EAC29DD
PAY-EA2749E114,Orion Foods,2025-08-10,154793.05,INR,CARD,REF-4F8D7E89
PAY-6452DD2786,Vertex Retail,2025-06-21,97248.61,INR,RTGS,REF-FB0AEEE9
PAY-35253F167F,Falcon Couriers,2025-08-23,114418.07,INR,IMPS,REF-E5AC29DD
PAY-E105D37849,Cobalt Energy,2025-06-05,152557.92,INR,UPI,REF-34CF076F
PAY-E98769A625,Vortex Metals,2025-09-22,182437.94,INR,UPI,REF-DE3A84AC
PAY-D175F0B8A4,ACME Corp,2025-05-11,142441.63,INR,CARD,REF-BC032858
PAY-334AA19CEE,Metro Logistics,2025-08-07,160841.13,INR,UPI,REF-DFC85D56
PAY-07F4438CE4,BlueBank Services,2025-06-19,93720.06,INR,UPI,REF-BEEDB264
PAY-81FAD38055,Crescent Books,2025-06-10,21585.39,INR,CARD,REF-D6FCEE7D
PAY-E683AB96BC,Titan Beverages,2025-10-15,125740.13,INR,IMPS,REF-213D24AA
PAY-C22BB54588,Crescent Books,2025-05-19,51656.91,INR,IMPS,REF-1FDC2A3B
PAY-18043D1762,Vertex Retail,2025-05-21,17158.41,INR,UPI,REF-ADC591EB
PAY-20ED50C631,BlueBank Services,2025-09-05,100978.08,INR,RTGS,REF-9E6F0D17
PAY-4D963721C9,Prism Plastics,2025-09-01,7120.01,INR,CASH,REF-A69D938D
PAY-67A36FAF4F,Crescent Books,2025-08-05,178885.64,INR,NEFT,REF-ACBA63E5
PAY-EA74F10A1E,Crescent Books,2025-05-29,32562.91,INR,CARD,REF-88455C54
PAY-4BCED67850,Lotus Telecom,2025-07-19,104628.29,INR,NEFT,REF-D14FB907
PAY-2EB6084306,Velvet Cosmetics,2025-08-19,219515.01,INR,IMPS,REF-068EC45D
PAY-4388015EA0,Lotus Telecom,2025-05-03,108050.4,INR,IMPS,REF-2BB10E86
PAY-2D32AE4373,BlueBank Services,2025-07-05,108248.95,INR,CARD,REF-6E7E9AF5
PAY-B388D38A92,Granite Mining,2025-07-15,94918.41,INR,NEFT,REF-259DAED5
PAY-D5236D11A8,Trident Media,2025-06-14,76359.86,INR,IMPS,REF-F0498754
PAY-E0FA781DA8,Marble Interiors,2025-09-24,80944.29,INR,CASH,REF-C7314FB5
PAY-C6F51C5330,Metro Logistics,2025-08-29,178252.49,INR,CASH,REF-881D2C5F
PAY-F286CB3A98,Metro Logistics,2025-09-28,134247.26,INR,CARD,REF-030FAA47
PAY-58EAFA941B,Olive Agro,2025-08-08,115929.9,INR,IMPS,REF-36EDBA83
PAY-7875667814,Prism Plastics,2025-10-05,10480.06,INR,UPI,REF-C38BCF6A
PAY-B4CC86A4AE,Vortex Metals,2025-07-19,46252.78,INR,CASH,REF-3C1E1969
PAY-CA9DBCF4D4,Helios Motors,2025-05-14,158128.26,INR,CASH,REF-8AF895BB
PAY-AEFC06E42A,Delta Engineering,2025-07-27,92276.27,INR,RTGS,REF-49244E99
PAY-71A9515146,Lumen Power,2025-10-09,49998.25,INR,IMPS,REF-EA3F6499
PAY-18A8D27766,Evergreen Supplies,2025-10-18,178805.68,INR,UPI,REF-96F4A5ED
PAY-69AA340B39,Amber Healthcare,2025-07-24,71131.5,INR,IMPS,REF-5D3D4EEE
PAY-F7AD333493,Vortex Metals,2025-10-14,134170.68,INR,RTGS,REF-A79FDBDE
PAY-743DB9283C,Trident Media,2025-07-10,128179.73,INR,CASH,REF-59B11FD0
PAY-0FC7FFC9B4,Coral Resorts,2025-10-01,56966.48,INR,CARD,REF-073E7B6C
PAY-00AC1690B6,Topaz Security,2025-09-15,50106.66,INR,CARD,REF-D603FEA9
PAY-77B4E038B2,Stellar Insurance,2025-08-14,5437.27,INR,CASH,REF-28EB31CC
PAY-CA4BF23F6D,Pine IT Services,2025-07-19,30762.03,INR,UPI,REF-571186E1
PAY-088AE23888,ACME Corp,2025-06-06,111287.47,INR,CASH,REF-934C0BE9
PAY-8DA3F4E902,Topaz Security,2025-06-05,32381.54,INR,CARD,REF-6DF03DB6
PAY-2BEC852EB3,Vortex Metals,2025-06-20,165191.2,INR,RTGS,REF-B9DBB9D6
PAY-26D1B22217,Nova Travels,2025-09-13,109569.02,INR,UPI,REF-91E27D64
PAY-662C5F2EE8,Pine IT Services,2025-09-21,192050.74,INR,CASH,REF-A66E755E
PAY-C318B5A54E,Nova Travels,2025-09-06,80326.04,INR,UPI,REF-C5E7658E
PAY-5208D06C4D,Stellar Insurance,2025-05-09,176126.69,INR,CASH,REF-1C1BD9A6
PAY-50823AF5BD,Helios Motors,2025-08-10,96164.96,INR,UPI,REF-61AD73E3
PAY-D9FE6EFF49,Echo Electronics,2025-09-13,14095.9,INR,RTGS,REF-0A8B47CD
PAY-2C8DB8843D,Stellar Insurance,2025-05-07,18291.78,INR,CASH,REF-B1211651
PAY-A798FAD412,Apollo Health,2025-05-23,117506.34,INR,CASH,REF-8BE95922
PAY-B36E9115F5,Neptune Shipping,2025-10-10,141458.1,INR,IMPS,REF-4F3CDC02
PAY-E4BEF1D604,Apollo Health,2025-08-08,22038.11,INR,UPI,REF-B39709AB
PAY-CC6F75E4E6,Trident Media,2025-06-27,9236.28,INR,NEFT,REF-D3DCB576
PAY-79C5AAF0F4,Amber Healthcare,2025-10-18,4875.21,INR,UPI,REF-CF3CA8F8
PAY-9EA56CCEC5,Sapphire Finance,2025-07-07,150220.05,INR,IMPS,REF-B3667FE2
PAY-A3E31A40ED,Polar Constructions,2025-07-19,130232.01,INR,CASH,REF-A05DD464
PAY-80777269AC,Coral Resorts,2025-07-11,55083.22,INR,CASH,REF-BD736A4A
PAY-12428017BE,Crimson Textiles,2025-05-17,94274.22,INR,CARD,REF-D09C531E
PAY-7FD27057C9,Pearl Analytics,2025-05-14,154593.77,INR,RTGS,REF-4F865B2D
PAY-7A1478AB5E,Coral Resorts,2025-06-29,119112.17,INR,RTGS,REF-ABD2A31B
PAY-426D839066,Crescent Books,2025-09-07,191307.01,INR,CASH,REF-F4B0F667
PAY-991958C0C0,Crimson Textiles,2025-08-21,166748.92,INR,CASH,REF-79F16BFC
PAY-ADD90115CE,Aurora Systems,2025-09-04,169634.29,INR,RTGS,REF-34CAD1DC
PAY-EEA0C56100,Cobalt Energy,2025-07-14,124698.23,INR,UPI,REF-DFF94C38
PAY-145E24C5E0,Titan Beverages,2025-07-31,189463.39,INR,CASH,REF-BAB5972C
PAY-BC35056A79,Stellar Insurance,2025-10-12,107911.55,INR,CASH,REF-57220FB2
PAY-8C3AC75E98,Coral Resorts,2025-09-26,79467.6,INR,CASH,REF-1195EFB0
PAY-7C91DBBFCF,Marble Interiors,2025-09-02,87042.72,INR,NEFT,REF-86DA49F0
PAY-C17F74B6F0,Coral Resorts,2025-05-22,68502.57,INR,IMPS,REF-A3342BA0
PAY-F6096428D3,Silverline Hotels,2025-10-04,10335.46,INR,CASH,REF-DF10BE04
PAY-C77F23F548,Stellar Insurance,2025-05-30,144615.13,INR,CARD,REF-E25E2121
PAY-70F0172F39,Alpha Insure,2025-10-17,156318.68,INR,CARD,REF-02453A97
PAY-A5259166A4,Quasar Digital,2025-10-17,185785.29,INR,IMPS,REF-D3711046
PAY-F7C7326546,Neptune Shipping,2025-05-26,14541.54,INR,UPI,REF-EE02B37B
PAY-240369A3D8,Polar Constructions,2025-10-13,145775.43,INR,IMPS,REF-00AAF981
PAY-E6540A8CD9,Echo Electronics,2025-09-12,150664.91,INR,CARD,REF-E02E9D7E
PAY-99916D841A,Apollo Health,2025-08-12,63220.41,INR,UPI,REF-21027539
PAY-B0C5D93126,Iris Pharma,2025-10-01,25589.73,INR,CASH,REF-587033BC
PAY-F64B3A6D55,Silverline Hotels,2025-07-24,120099.02,INR,IMPS,REF-8A96F657
